"측정년","측정분기","측정지점","WQI","등급","DIN","DIP","Chl-a","저층산소포화도","투명도","pH","총대장균군","Cd","Pb","COD","DO","수온","전기전도도","염분"
"2018","2","남항","20","I","38.2","34.4","3.47","103.9","3.5","8.4","480","-","-","1.5","8.3","16.9","53","34.7"
"2018","2","5부두","37","III","184.6","62.5","8.60","90.6","3.0","8.4","230","-","-","10.6","9.2","17.1","53","34.8"
"2018","2","감천항","20","I","30.5","12.2","3.26","91.3","4.5","8.4","4","-","-","2.0","9.7","19.4","53","35.2"
"2018","2","남외항","30","II","29.0","8.8","5.46","88.3","3.5","8.5","17","-","-","1.8","9.0","16.9","53","34.6"
"2018","2","남천만","30","II","38.6","34.7","0.59","86.0","4.5","8.3","790","-","-","0.4","8.9","15.9","51","33.6"
"2018","2","민락동","44","III","308.4","54.6","0.23","89.0","4.5","8.2","2,100","-","-","0.8","9.0","16.1","50","32.8"
"2018","2","북내항","32","II","156.3","12.7","14.59","102.7","3.0","8.5","79","-","-","6.2","11.1","17.3","53","34.7"
"2018","2","북외항","42","III","30.0","9.2","11.38","90.0","3.5","8.4","23","-","-","3.1","9.5","17.0","53","34.6"
"2018","2","수영만","36","III","2,059.1","135.1","0.25","90.5","4.0","8.1","13,000","-","-","3.2","8.7","17.3","42","27.0"
"2018","2","이기대","36","III","85.4","44.9","0.23","87.3","3.5","8.3","790","-","-","1.8","8.8","15.9","51","33.5"
"2018","2","해운대","24","II","164.7","42.2","0.60","90.1","3.5","8.3","1,400","-","-","0.6","9.0","16.0","51","33.2"
"2018","2","다대포항","39","III","14.3","8.3","8.66","85.6","5.0","8.4","1,300","-","-","2.5","9.0","18.1","53","34.6"
"2018","2","동천하류","40","III","271.7","48.0","3.71","89.0","3.0","8.3","4,900","-","-","2.0","7.2","16.9","52","34.4"
"2018","2","발전소앞","26","II","97.3","7.8","7.76","92.7","5.0","8.4","130","-","-","2.0","9.3","19.0","53","35.0"
"2018","2","부산대교","20","I","58.1","20.9","3.84","99.2","5.0","8.4","330","-","-","0.6","8.2","16.8","53","34.8"
"2018","2","자갈치시장","20","I","46.3","20.4","2.41","99.1","3.5","8.3","460","-","-","0.7","7.9","16.9","53","34.7"
"2018","2","다대포어시장","42","III","106.1","12.1","10.09","84.1","4.0","8.4","170","-","-","2.5","8.9","18.6","53","34.6"
"2018","2","송도해수욕장","24","II","108.3","39.2","4.14","98.0","3.0","8.5","13","-","-","7.7","9.4","17.6","52","34.5"
"2018","2","광안리해수욕장","20","I","29.5","20.5","0.63","90.5","3.5","8.4","78","-","-","0.8","8.9","16.5","50","32.4"
"2018","2","해운대해수욕장","30","II","113.7","28.1","0.82","90.0","3.5","8.3","490","-","-","0.2","9.2","15.5","51","33.5"
"2018","1","고리","20","I","129.2","20.4","0.40","94.4","3.5","8.2","2","-","0.84","1.0","8.5","11.3","52","34.0"
"2018","1","남항","20","I","155.8","18.9","0.41","93.8","5.0","8.2","270","-","0.00","0.3","8.3","10.7","53","34.6"
"2018","1","녹산","20","I","84.6","10.8","0.15","108.9","3.5","8.2","0","-","0.00","0.4","10.5","8.9","52","34.1"
"2018","1","대변","20","I","117.1","20.1","0.53","95.7","3.0","8.2","11","-","0.00","0.6","8.3","11.4","52","34.2"
"2018","1","신항","26","II","19.2","7.8","2.33","108.7","2.0","8.3","11","-","0.00","0.9","10.2","9.0","53","34.8"
"2018","1","신호","28","II","416.6","25.4","0.13","99.1","2.5","8.2","5","-","0.00","1.8","9.7","7.3","50","32.7"
"2018","1","일광","20","I","113.8","18.9","0.50","94.0","5.5","8.2","2","-","1.46","0.4","8.2","11.6","52","34.2"
"2018","1","장림","34","III","1,104.0","52.4","1.58","94.4","4.5","7.9","780","-","0.00","3.4","9.4","8.5","42","26.9"
"2018","1","5부두","20","I","115.6","13.1","0.54","95.5","2.5","8.3","45","-","0.00","0.7","8.9","9.7","52","34.2"
"2018","1","감천항","20","I","1.5","14.5","1.55","112.9","5.5","8.2","17","-","0.00","0.7","10.1","11.0","53","35.0"
"2018","1","남외항","20","I","67.6","17.1","0.36","95.7","3.0","8.2","0","-","0.00","0.4","8.4","11.6","52","34.6"
"2018","1","남천만","20","I","168.7","33.4","0.36","94.7","4.5","8.2","27","-","1.25","1.0","8.4","11.1","51","34.6"
"2018","1","민락동","20","I","109.2","32.4","0.51","98.2","4.5","8.2","20","-","0.24","0.4","8.4","11.4","53","34.5"
"2018","1","북내항","20","I","116.5","13.9","0.72","99.6","4.5","8.3","130","-","0.00","0.4","9.1","9.8","53","34.4"
"2018","1","북외항","20","I","73.2","10.2","0.36","101.7","4.0","8.3","4","-","0.10","0.7","9.1","10.7","52","34.6"
"2018","1","수영만","34","III","951.4","45.9","0.47","95.7","5.0","8.2","400","-","0.13","0.8","8.3","11.1","53","33.7"
"2018","1","신외항","20","I","30.2","12.2","2.47","106.0","4.0","8.2","0","-","0.00","0.8","9.6","11.5","53","35.3"
"2018","1","이기대","32","II","498.4","40.7","0.45","94.6","4.5","8.1","130","-","0.00","0.6","8.5","11.1","52","33.7"
"2018","1","해운대","20","I","219.8","17.7","0.32","96.2","5.0","8.2","460","-","0.25","0.7","8.2","11.2","52","34.4"
"2018","1","가덕대교","34","III","15.9","179.9","2.32","105.1","2.0","8.2","8","-","0.00","1.2","10.1","8.2","52","34.4"
"2018","1","다대포항","20","I","82.3","21.1","0.53","95.8","4.5","8.1","130","-","0.00","0.8","8.7","9.7","53","35.1"
"2018","1","동천하류","20","I","110.3","34.9","1.04","97.2","4.5","8.3","130","-","0.00","0.8","9.0","10.0","53","34.3"
"2018","1","발전소앞","20","I","34.3","18.7","3.67","111.5","4.0","8.3","1,300","-","0.00","0.5","10.2","10.9","53","34.9"
"2018","1","부산대교","20","I","102.2","18.5","0.12","96.4","6.5","8.3","790","-","0.00","1.2","8.7","10.5","53","34.8"
"2018","1","자갈치시장","20","I","75.7","12.7","0.58","95.5","4.5","8.3","78","-","0.11","0.4","8.5","10.7","53","34.6"
"2018","1","다대포어시장","36","III","281.0","25.1","0.38","83.7","2.5","8.0","450","-","0.00","0.7","7.5","8.8","53","35.0"
"2018","1","송도해수욕장","20","I","84.2","12.9","0.32","94.4","5.0","8.2","13","-","0.00","0.6","8.4","10.9","53","34.7"
"2018","1","광안리해수욕장","20","I","162.9","16.5","0.30","98.5","3.5","8.1","2","-","1.14","0.7","8.5","11.1","52","34.7"
"2018","1","다대포해수욕장","32","II","170.0","50.0","0.78","95.7","2.0","8.2","130","-","0.00","0.3","8.7","8.8","51","33.7"
"2018","1","해운대해수욕장","20","I","105.8","17.4","0.38","96.1","4.5","8.2","17","-","0.00","0.3","8.4","11.3","52","34.5"
"2017","4","남외항","42","III","228.6","18.2","2.68","75.4","3.5","8.0","8","-","-","0.5","6.5","18.1","52","34.2"
"2017","4","남천만","30","II","129.4","24.8","2.16","84.9","6.0","8.1","540","-","-","0.7","6.7","16.4","52","34.2"
"2017","4","민락동","20","I","90.9","26.0","2.59","93.5","5.5","8.1","27","-","-","0.5","7.5","16.6","52","33.8"
"2017","4","북내항","40","III","171.2","25.7","2.42","79.7","4.0","8.0","350","-","-","0.2","6.6","18.0","52","34.1"
"2017","4","북외항","30","II","110.5","14.9","3.96","84.4","5.5","8.0","20","-","-","0.4","7.1","18.1","52","34.1"
"2017","4","수영만","36","III","602.3","200.3","1.50","92.1","5.0","7.7","790","-","-","2.4","6.3","16.4","43","27.1"
"2017","4","이기대","32","II","116.8","35.4","1.36","86.3","5.5","8.1","1,600","-","-","0.4","6.9","16.7","51","33.5"
"2017","4","해운대","28","II","176.0","62.7","1.52","92.4","6.5","8.0","27","-","-","1.0","7.3","16.3","50","32.8"
"2017","4","다대포항","30","II","143.2","27.6","1.96","87.7","5.5","8.1","56","-","-","0.3","7.0","16.1","52","33.9"
"2017","4","동천하류","64","V","296.5","56.0","4.11","56.3","5.0","8.0","1,800","-","-","0.6","5.7","17.6","52","34.0"
"2017","4","발전소앞","39","III","512.5","52.6","6.41","95.6","5.0","8.1","180","-","-","0.9","7.4","17.3","52","34.0"
"2017","4","부산대교","30","II","140.1","17.8","2.09","84.1","4.5","8.0","220","-","-","0.5","6.6","18.1","52","34.2"
"2017","4","자갈치시장","38","III","560.2","17.1","2.08","88.2","5.0","8.1","170","-","-","0.2","6.8","18.2","53","34.1"
"2017","4","다대포어시장","62","V","426.3","84.0","1.34","74.0","2.0","7.9","220","-","-","0.5","5.4","15.5","51","33.8"
"2017","4","송도해수욕장","28","II","1,877.4","17.8","2.94","94.6","5.5","8.1","17","-","-","0.4","7.3","18.3","52","34.0"
"2017","4","광안리해수욕장","20","I","87.6","20.8","1.32","92.2","5.5","8.1","4","-","-","0.4","7.2","16.5","52","34.4"
"2017","4","해운대해수욕장","20","I","139.6","23.3","1.76","90.9","6.5","8.1","33","-","-","0.4","7.2","16.6","52","34.1"
"2017","4","남항","41","III","379.8","23.3","2.72","83.2","2.5","8.0","2,200","-","-","0.4","6.4","18.0","52","34.1"
"2017","4","5부두","40","III","162.1","25.8","3.10","78.5","4.0","8.0","330","-","-","0.6","6.3","17.8","52","34.3"
"2017","4","감천항","20","I","121.0","17.6","5.38","93.7","6.0","8.1","240","-","-","0.8","7.5","17.3","52","34.1"
"2017","3","고리","20","I","20.8","0.3","0.80","93.8","8.5","8.3","2","-","0.00","1.2","6.9","27.5","46","29.8"
"2017","3","남항","52","IV","166.2","12.4","16.30","71.2","2.9","8.1","3,500","-","0.14","1.4","6.3","26.1","47","30.6"
"2017","3","녹산","43","III","901.5","45.3","2.11","99.8","1.5","8.0","790","-","0.20","3.7","6.8","29.9","30","18.3"
"2017","3","대변","20","I","22.3","1.0","0.91","94.1","8.5","8.3","2","-","0.20","1.2","6.9","27.6","46","29.9"
"2017","3","신항","68","V","160.6","14.8","10.81","61.1","2.2","8.2","49","-","0.54","1.5","5.9","25.0","46","30.0"
"2017","3","신호","67","V","957.8","69.4","11.65","84.9","1.5","8.0","490","-","0.43","5.1","5.8","29.6","22","14.0"
"2017","3","일광","20","I","42.6","2.8","1.50","94.0","8.5","8.3","23","-","0.00","1.6","6.9","27.6","46","29.7"
"2017","3","장림","67","V","2,397.5","100.1","10.11","84.4","1.4","7.8","92,000","-","0.61","4.4","6.8","28.6","6","3.4"
"2017","3","5부두","53","IV","88.2","3.8","4.80","58.7","2.4","8.0","3,300","-","0.52","2.3","5.9","26.0","47","30.9"
"2017","3","감천항","65","V","29.1","6.9","10.73","62.1","2.5","8.2","23","-","0.40","2.4","7.4","29.3","48","30.9"
"2017","3","남외항","48","IV","25.0","121.4","4.30","79.2","5.1","8.2","2","-","0.00","1.2","7.3","26.4","47","30.7"
"2017","3","남천만","36","III","109.9","22.4","7.10","85.4","4.0","8.3","170","-","0.00","2.0","8.0","27.2","48","30.9"
"2017","3","민락동","61","V","322.1","17.8","34.90","80.9","2.3","8.3","490","-","0.00","2.6","9.1","27.7","46","29.8"
"2017","3","북내항","62","V","73.2","14.1","18.01","62.0","3.2","8.1","140","-","0.60","1.1","6.9","26.4","48","31.4"
"2017","3","북외항","59","IV","74.0","8.5","9.14","66.3","3.6","8.2","460","-","0.32","1.5","6.5","25.4","49","32.1"
"2017","3","수영만","61","V","2,658.5","211.6","10.62","81.1","2.5","8.1","13,000","-","0.00","3.7","7.5","27.7","43","27.6"
"2017","3","신외항","52","IV","57.3","2.6","8.10","72.6","2.3","8.3","8","-","0.30","1.4","7.2","26.9","47","30.2"
"2017","3","이기대","39","III","12.7","16.8","8.80","84.7","4.5","8.3","49","-","0.51","1.3","8.2","27.3","48","31.2"
"2017","3","해운대","60","V","529.6","19.4","23.22","80.9","3.0","8.3","330","-","0.00","2.8","8.0","27.4","47","30.3"
"2017","3","가덕대교","63","V","876.7","46.8","2.83","80.0","1.7","8.1","94","-","0.00","3.4","6.4","29.2","30","18.8"
"2017","3","다대포항","53","IV","109.9","4.1","6.40","58.8","2.7","8.2","330","-","0.00","1.5","6.6","25.4","47","30.6"
"2017","3","동천하류","87","V","990.1","107.8","13.73","53.4","1.8","7.9","160,000","-","0.00","4.1","3.2","27.6","40","25.4"
"2017","3","발전소앞","68","V","12.7","3.9","19.93","61.1","2.2","8.2","110","-","0.30","2.6","7.7","28.9","47","30.8"
"2017","3","부산대교","40","III","98.9","3.5","4.64","79.3","4.2","8.2","790","-","0.00","1.5","6.9","26.0","48","30.8"
"2017","3","자갈치시장","20","I","66.2","2.0","5.64","105.9","3.0","8.2","490","-","0.00","1.4","7.3","26.5","47","30.6"
"2017","3","다대포어시장","68","V","139.3","23.3","11.31","67.2","2.1","8.2","78","-","0.60","2.5","5.5","27.1","47","30.5"
"2017","3","송도해수욕장","41","III","37.1","59.2","6.50","84.6","3.7","8.2","46","-","0.00","2.1","7.4","26.9","47","30.3"
"2017","3","광안리해수욕장","53","IV","495.9","13.0","26.40","85.7","2.5","8.3","230","-","0.00","3.3","8.7","27.9","45","29.1"
"2017","3","다대포해수욕장","38","III","1,186.8","41.7","3.70","90.8","2.2","8.0","54,000","-","0.40","3.9","6.4","26.0","40","22.2"
"2017","3","해운대해수욕장","30","II","28.7","2.9","5.80","82.2","4.2","8.3","330","-","0.00","0.8","8.2","27.4","48","30.9"
"2017","2","남항","23","I","34.3","8.1","6.68","111.3","3.0","8.4","330","-","-","1.1","8.9","16.3","52","34.1"
"2017","2","5부두","30","II","151.6","16.7","2.09","87.3","3.1","8.7","20","-","-","1.6","6.8","16.4","52","33.9"
"2017","2","감천항","20","I","9.5","12.2","3.00","101.5","3.0","8.0","2","-","-","1.4","10.0","18.5","52","34.5"
"2017","2","남외항","30","II","20.2","6.3","5.84","88.2","2.7","8.5","4","-","-","0.6","8.8","16.5","53","34.7"
"2017","2","남천만","23","I","131.5","9.2","3.23","92.5","2.4","8.2","27","-","-","0.8","8.3","15.0","52","34.6"
"2017","2","민락동","32","II","206.9","17.5","8.04","97.2","2.5","8.3","45","-","-","1.0","9.3","16.4","52","34.3"
"2017","2","북내항","39","III","25.1","6.2","8.35","85.5","3.0","8.3","7","-","-","1.1","8.0","16.8","49","32.2"
"2017","2","북외항","23","I","41.5","9.2","5.76","91.0","2.3","8.2","5","-","-","0.7","8.0","15.9","52","34.2"
"2017","2","수영만","39","III","1,654.5","87.6","6.39","98.6","3.0","8.3","790","-","-","2.2","9.0","15.6","52","34.5"
"2017","2","이기대","26","II","310.7","22.3","3.45","93.7","2.6","8.2","45","-","-","0.9","8.0","14.9","52","34.1"
"2017","2","해운대","28","II","485.4","12.5","5.62","100.6","3.5","8.2","330","-","-","1.3","9.0","16.7","52","33.9"
"2017","2","다대포항","20","I","16.4","15.4","3.23","93.4","3.2","8.1","33","-","-","2.5","9.2","17.1","53","34.5"
"2017","2","동천하류","50","IV","510.4","52.3","2.91","82.0","2.2","8.2","1,300","-","-","1.1","6.9","16.3","52","34.0"
"2017","2","발전소앞","30","II","43.1","14.3","4.63","82.0","2.6","7.5","2","-","-","1.7","9.1","18.9","53","34.6"
"2017","2","부산대교","30","II","64.7","11.5","4.99","88.7","3.5","8.4","330","-","-","0.9","7.6","16.5","51","33.3"
"2017","2","자갈치시장","23","I","46.8","5.4","3.48","106.8","2.5","8.4","45","-","-","1.0","8.6","16.5","51","33.5"
"2017","2","다대포어시장","36","III","14.2","23.2","6.05","87.1","2.0","8.0","490","-","-","1.2","7.9","17.4","52","34.5"
"2017","2","송도해수욕장","23","I","17.1","16.2","6.39","98.1","2.7","8.5","2","-","-","0.8","8.5","16.7","52","34.4"
"2017","2","광안리해수욕장","38","III","69.6","13.1","11.05","121.8","2.0","8.2","2","-","-","1.9","10.8","16.6","52","34.0"
"2017","2","해운대해수욕장","20","I","40.0","9.3","5.70","97.7","3.0","8.2","17","-","-","0.7","8.3","15.7","53","34.6"
"2017","1","감천항","32","II","130.8","4.8","8.30","105.9","2.5","8.4","33","-","0.00","0.4","9.3","11.8","52","34.6"
"2017","1","남외항","20","I","208.4","12.4","2.00","98.7","2.7","8.3","4","-","0.00","0.6","8.5","12.5","53","34.9"
"2017","1","남천만","29","II","314.0","21.6","1.50","96.8","2.4","8.1","9","-","0.00","0.7","8.4","12.3","51","33.9"
"2017","1","민락동","28","II","589.9","34.4","1.60","97.3","2.7","8.2","170","-","0.00","0.7","8.4","12.2","52","34.6"
"2017","1","북내항","20","I","144.4","14.1","3.00","100.4","3.3","8.3","13","-","0.00","0.3","8.9","12.6","53","34.6"
"2017","1","북외항","22","I","223.7","12.7","1.90","99.7","3.0","8.3","5","-","0.00","0.5","8.7","12.2","52","34.5"
"2017","1","수영만","39","III","1,439.7","69.0","1.30","96.8","2.5","8.2","270","-","0.00","1.4","8.3","12.3","52","34.2"
"2017","1","신외항","26","II","43.7","9.9","4.40","99.2","2.0","8.4","2","-","0.00","1.0","9.2","9.8","52","33.9"
"2017","1","이기대","29","II","303.2","19.5","1.90","95.7","2.5","8.2","9","-","0.00","1.0","8.1","12.3","52","34.2"
"2017","1","해운대","22","I","226.3","20.4","1.30","96.9","3.0","8.2","17","-","0.00","0.9","8.3","12.3","52","34.2"
"2017","1","가덕대교","32","II","25.9","11.0","0.80","104.7","1.2","8.5","2","-","0.00","0.7","9.3","11.0","52","34.1"
"2017","1","다대포항","23","I","212.3","8.3","2.70","98.2","2.5","8.3","22","-","0.00","0.6","8.7","11.6","53","34.6"
"2017","1","동천하류","20","I","205.6","10.3","5.40","101.9","3.2","8.3","18","-","0.00","0.3","9.1","12.1","52","34.3"
"2017","1","발전소앞","29","II","160.4","4.9","8.10","106.6","3.1","8.5","170","-","0.00","0.7","9.4","11.6","52","34.5"
"2017","1","부산대교","22","I","227.4","21.0","1.90","96.5","3.0","8.3","46","-","0.00","0.1","8.4","11.9","53","34.6"
"2017","1","자갈치시장","20","I","212.9","14.9","1.40","97.4","3.5","8.1","78","-","0.00","0.2","8.5","12.1","52","34.1"
"2017","1","다대포어시장","42","III","322.8","24.1","2.10","89.0","2.0","8.3","460","-","0.00","0.2","8.1","10.2","52","34.3"
"2017","1","송도해수욕장","20","I","216.7","13.0","1.20","99.5","3.2","8.3","8","-","0.00","0.1","8.7","12.3","53","34.8"
"2017","1","광안리해수욕장","26","II","212.4","16.8","1.80","96.9","2.0","7.8","5","-","0.40","0.5","8.4","12.2","51","33.8"
"2017","1","다대포해수욕장","34","III","1,091.6","17.3","2.90","94.6","2.1","8.3","230","-","0.00","2.4","9.1","9.0","44","28.3"
"2017","1","해운대해수욕장","20","I","182.3","14.4","1.70","96.7","3.2","8.1","34","-","0.10","1.4","8.3","12.3","51","34.2"
"2017","1","고리","20","I","131.1","11.1","2.90","95.9","3.2","8.3","2","-","0.30","0.8","8.1","13.0","52","34.4"
"2017","1","남항","20","I","162.5","18.5","1.60","96.7","3.6","8.2","54","-","0.00","0.2","8.5","12.1","53","34.5"
"2017","1","녹산","29","II","46.5","15.6","1.60","112.0","1.4","8.5","2","-","0.00","1.0","9.8","12.6","52","33.9"
"2017","1","대변","20","I","169.6","13.9","2.40","96.1","3.4","8.3","5","-","0.20","0.5","8.2","12.6","52","34.3"
"2017","1","신항","31","II","223.5","21.2","1.30","95.0","1.8","8.2","5","-","0.00","1.4","8.8","9.7","51","33.6"
"2017","1","신호","33","II","245.2","21.0","1.10","99.5","1.3","8.4","2","-","0.00","1.0","9.1","10.8","49","31.7"
"2017","1","일광","20","I","146.2","13.3","2.40","96.5","2.8","8.3","2","-","0.40","0.6","9.0","13.0","52","34.4"
"2017","1","장림","42","III","1,854.3","55.2","2.80","93.1","2.0","8.3","2,300","-","0.00","3.5","9.6","8.9","35","21.5"
"2017","1","5부두","20","I","149.6","12.4","4.90","100.3","2.8","8.4","170","-","0.00","0.4","8.9","11.1","52","34.4"
"2016","4","남항","36","III","134.3","5.0","0.35","86.7","2.1","8.1","180","-","-","1.2","6.5","19.9","50","33.0"
"2016","4","5부두","39","III","145.9","8.1","0.31","83.5","1.5","8.0","140","-","-","0.9","6.3","19.6","50","33.0"
"2016","4","감천항","30","II","154.9","9.8","0.39","85.1","2.7","8.0","79","-","-","1.0","6.8","18.2","51","33.4"
"2016","4","남외항","26","II","123.7","2.2","0.51","90.4","2.1","8.1","8","-","-","0.8","6.7","20.1","50","33.1"
"2016","4","남천만","43","III","270.9","15.7","0.29","85.9","1.5","8.0","110","-","-","1.0","6.8","17.3","51","33.4"
"2016","4","민락동","41","III","378.9","20.4","0.44","86.0","2.3","8.0","330","-","-","1.4","6.9","17.2","50","32.8"
"2016","4","북내항","36","III","139.6","5.7","0.19","84.3","2.1","8.1","79","-","-","1.0","6.4","19.7","50","32.9"
"2016","4","북외항","39","III","150.9","5.4","0.74","85.5","1.8","8.1","33","-","-","1.0","6.7","19.4","50","32.8"
"2016","4","수영만","52","IV","2,252.3","94.1","0.31","87.1","2.1","8.1","3,500","-","-","2.4","6.2","17.6","46","30.0"
"2016","4","이기대","47","IV","345.4","15.1","0.52","85.3","1.5","8.0","170","-","-","1.0","6.7","17.1","51","33.4"
"2016","4","해운대","33","II","153.2","9.6","0.47","87.4","2.5","8.1","110","-","-","1.0","6.8","17.2","50","32.4"
"2016","4","다대포항","30","II","182.6","11.2","0.41","84.3","2.8","8.1","540","-","-","1.0","6.6","16.9","51","33.4"
"2016","4","동천하류","33","II","205.9","12.5","0.37","85.2","2.3","8.0","70","-","-","1.0","6.2","19.6","50","32.9"
"2016","4","발전소앞","33","II","157.1","9.3","0.39","85.3","2.5","8.1","49","-","-","1.0","6.8","18.4","51","33.4"
"2016","4","부산대교","36","III","109.1","7.7","0.36","82.2","1.9","8.1","140","-","-","0.7","6.2","19.8","50","32.8"
"2016","4","자갈치시장","33","II","123.6","4.2","0.31","88.4","2.5","8.1","460","-","-","0.9","6.7","20.0","50","33.0"
"2016","4","다대포어시장","58","IV","289.0","17.4","0.24","77.0","0.9","8.0","1,100","-","-","1.5","6.1","16.7","51","33.2"
"2016","4","송도해수욕장","30","II","161.8","2.7","0.48","88.2","2.9","8.1","23","-","-","0.8","8.1","20.1","51","33.4"
"2016","4","광안리해수욕장","29","II","180.5","10.3","0.35","94.1","1.6","8.0","49","-","-","0.8","7.0","17.2","51","33.6"
"2016","4","해운대해수욕장","44","III","564.6","25.6","0.36","88.9","2.2","8.0","350","-","-","0.9","6.9","17.1","51","33.6"
"2016","3","고리","20","I","81.2","2.6","0.38","102.6","4.5","8.2","17","-","0.10","1.1","6.8","28.7","45","29.3"
"2016","3","남항","20","I","67.0","11.3","1.29","96.3","5.5","8.1","350","-","0.00","2.0","6.3","28.5","46","30.0"
"2016","3","녹산","32","II","113.1","2.5","6.08","91.7","0.8","8.0","130","-","0.00","2.0","6.3","29.4","44","28.0"
"2016","3","대변","20","I","52.6","3.3","0.36","102.6","3.5","8.2","2","-","0.30","0.8","6.8","28.8","46","29.4"
"2016","3","신항","65","V","88.7","6.7","7.00","61.0","1.8","8.0","33","-","0.00","0.9","6.6","27.1","48","30.9"
"2016","3","신호","53","IV","280.6","47.1","8.05","90.5","0.6","8.0","950","-","0.00","5.9","6.5","29.1","42","26.7"
"2016","3","일광","20","I","61.6","1.9","0.25","102.9","4.7","8.2","11","-","0.40","0.8","7.4","28.9","46","29.4"
"2016","3","장림","60","V","1,428.8","97.1","10.11","92.6","1.0","8.0","2,400","-","0.00","5.6","6.3","30.0","28","17.2"
"2016","3","5부두","49","IV","219.9","50.9","2.46","77.6","2.5","7.9","230","-","0.20","2.2","5.0","28.8","46","30.0"
"2016","3","감천항","62","V","83.2","0.7","6.60","59.4","1.4","8.1","240","-","0.00","1.8","7.4","30.0","48","31.1"
"2016","3","남외항","20","I","20.9","0.8","0.38","102.3","7.5","8.1","5","-","0.00","1.7","6.8","29.0","47","30.1"
"2016","3","남천만","38","III","336.5","1.2","1.63","82.5","3.2","8.1","240","-","0.00","1.3","6.8","28.7","45","28.9"
"2016","3","민락동","52","IV","793.4","57.5","5.44","82.3","2.1","8.1","2,400","-","0.00","2.5","6.4","28.9","45","29.0"
"2016","3","북내항","20","I","57.1","4.9","3.00","92.9","2.8","8.1","11","-","0.00","2.4","6.7","28.8","46","29.9"
"2016","3","북외항","38","III","44.6","6.6","10.11","94.3","2.0","8.2","5","-","0.30","3.3","8.5","28.6","46","29.8"
"2016","3","수영만","61","V","1,412.0","135.2","8.15","86.1","2.0","8.1","2,400","-","0.00","3.2","6.4","28.8","43","27.6"
"2016","3","신외항","56","IV","180.1","8.3","5.40","55.2","2.1","8.0","8","-","0.00","0.8","6.5","26.9","48","31.3"
"2016","3","이기대","34","III","409.6","1.1","1.29","98.7","2.1","8.2","3,500","-","0.00","1.2","6.8","28.6","45","28.8"
"2016","3","해운대","24","II","242.2","1.0","0.79","98.6","3.7","8.2","350","-","0.20","1.7","6.5","28.7","45","29.1"
"2016","3","가덕대교","49","IV","139.5","6.3","3.07","77.1","1.3","7.9","49","-","0.00","4.2","5.7","27.1","47","30.2"
"2016","3","다대포항","50","IV","86.4","4.6","4.97","57.8","2.7","8.1","170","-","0.00","1.6","7.6","28.6","48","30.9"
"2016","3","동천하류","45","III","99.6","1.2","7.76","82.6","1.8","8.1","20","-","0.00","3.5","7.9","28.6","46","30.0"
"2016","3","발전소앞","41","III","136.2","5.7","11.86","97.6","1.3","8.0","2,800","-","0.00","4.2","7.3","29.8","48","31.0"
"2016","3","부산대교","30","II","110.6","17.2","0.81","85.3","4.0","8.1","130","-","0.20","2.0","5.6","28.4","46","29.9"
"2016","3","자갈치시장","20","I","102.8","6.8","0.40","96.5","5.3","8.1","110","-","0.10","1.9","6.4","28.3","46","30.0"
"2016","3","다대포어시장","50","IV","349.8","28.9","5.61","83.3","0.5","8.0","2,800","-","0.00","2.9","5.4","28.5","47","30.5"
"2016","3","송도해수욕장","40","III","36.1","0.7","0.24","80.4","7.2","8.1","8","-","0.00","1.8","6.8","28.5","47","30.1"
"2016","3","광안리해수욕장","20","I","112.4","0.9","2.47","93.2","2.9","8.1","8","-","0.00","1.6","6.9","28.8","45","29.3"
"2016","3","다대포해수욕장","37","III","633.8","23.7","4.51","102.8","1.3","8.1","2,400","-","0.00","3.3","6.8","28.6","39","25.1"
"2016","3","해운대해수욕장","20","I","60.4","0.7","0.81","100.6","3.8","8.2","2","-","0.00","1.8","6.8","28.8","46","29.4"
"2016","2","민락동","36","III","919.1","125.8","1.56","99.6","2.9","8.0","1,700","-","-","2.1","7.8","17.3","47","30.5"
"2016","2","북내항","20","I","70.2","9.7","5.25","94.1","2.8","8.3","49","-","-","2.9","9.3","17.0","51","33.5"
"2016","2","북외항","29","II","35.2","7.2","1.03","104.8","1.8","8.2","11","-","-","1.3","8.6","16.8","51","33.5"
"2016","2","수영만","36","III","1,897.3","275.4","0.85","98.1","3.3","7.4","3,500","-","-","3.2","6.7","18.0","40","25.6"
"2016","2","이기대","32","II","285.5","27.6","1.12","91.2","2.1","8.1","2,400","-","-","1.0","7.5","15.4","50","33.1"
"2016","2","해운대","20","I","213.3","5.7","2.43","98.3","3.5","8.2","130","-","-","1.2","8.1","16.9","50","33.0"
"2016","2","다대포항","36","III","30.5","12.6","1.94","85.6","2.0","8.3","33","-","-","1.7","10.1","18.6","51","33.1"
"2016","2","동천하류","55","IV","368.3","102.3","2.64","84.8","1.3","8.4","3,500","-","-","4.2","11.6","17.2","51","33.5"
"2016","2","발전소앞","32","II","104.1","12.6","7.46","98.4","2.1","8.3","170","-","-","1.8","9.2","18.9","51","33.8"
"2016","2","부산대교","20","I","72.3","8.4","5.18","108.4","2.9","8.2","170","-","-","2.1","8.7","16.5","51","33.5"
"2016","2","자갈치시장","20","I","70.2","7.2","4.43","91.2","3.0","8.2","230","-","-","1.9","8.8","16.5","51","33.8"
"2016","2","다대포어시장","23","I","28.1","13.0","2.99","102.6","2.3","8.3","45","-","-","2.2","9.4","19.0","51","33.2"
